vehicle_model,mileage,maintenance_history,reported_issues,vehicle_age,fuel_type,transmission_type,engine_size,odometer_reading,last_service_date,warranty_expiry_date,owner_type,insurance_premium,service_history,accident_history,fuel_efficiency,tire_condition,brake_condition,battery_status,need_maintenance
Van,58030,Average,1,4,Petrol,Automatic,800,143369,2023-10-10,2025-03-07,First,17604,3,1,17.09148745,New,New,Good,0
Car,79575,Poor,0,2,Diesel,Automatic,2000,47865,2023-10-25,2026-03-17,Third,5977,7,3,12.6871621,Worn Out,New,Good,0
Truck,37133,Good,5,8,Petrol,Automatic,2000,31717,2023-04-30,2025-08-21,Second,15837,9,0,16.89297801,New,Worn Out,Weak,1
Van,41733,Average,2,10,Electric,Manual,1000,13085,2023-11-21,2025-01-02,Second,8054,4,1,18.23636918,Good,Good,Good,0
Truck,51920,Average,5,7,Electric,Automatic,1500,149113,2023-06-16,2025-01-01,First,15982,7,0,15.98298085,Good,New,New,1
Suv,45717,Poor,4,1,Petrol,Automatic,1500,147737,2023-10-03,2025-11-18,First,21634,8,1,12.77325183,Good,New,New,1
Bus,60381,Poor,2,4,Diesel,Automatic,2000,36575,2023-06-25,2025-04-14,Third,16206,9,0,10.57396969,Worn Out,New,Weak,1
Car,36143,Poor,3,7,Diesel,Manual,800,40885,2023-08-25,2026-03-14,Third,7000,2,2,11.16330129,Worn Out,Worn Out,New,1
Bus,68725,Good,2,6,Petrol,Automatic,1500,128791,2023-10-09,2025-08-13,First,25354,10,1,11.15577902,Good,Worn Out,Weak,1
Suv,54338,Good,3,9,Diesel,Manual,1500,98422,2024-01-17,2024-12-23,First,23409,5,0,14.9934794,New,New,New,0
Van,64158,Poor,1,6,Diesel,Manual,2000,58409,2023-12-09,2026-03-02,Third,13879,4,2,16.15448586,Good,Good,Good,0
Suv,37017,Average,0,8,Electric,Automatic,1500,32653,2023-09-07,2025-08-07,Second,7914,6,3,12.09299644,Good,Worn Out,New,1
Bus,54863,Poor,5,9,Electric,Automatic,2000,31875,2023-11-26,2025-11-02,First,13158,10,2,15.10101063,Worn Out,Worn Out,Weak,1
Bus,49099,Average,5,10,Diesel,Automatic,1000,112491,2023-12-19,2025-10-22,Third,16892,7,0,13.29840277,Worn Out,Good,Weak,1
Car,53476,Good,3,2,Diesel,Manual,1500,124614,2023-10-29,2026-03-08,Second,16075,5,1,14.29076099,New,Worn Out,New,1
Truck,60943,Average,2,4,Petrol,Automatic,2500,62208,2023-04-26,2024-09-28,Third,21530,3,1,14.13688085,Good,Good,Good,0
Suv,33342,Average,4,10,Petrol,Automatic,1500,127505,2024-01-03,2024-05-29,Second,27506,4,1,17.91738823,New,New,Good,1
Motorcycle,45856,Average,5,10,Petrol,Automatic,1000,29160,2024-02-08,2024-12-31,Second,13180,10,1,11.00750254,Good,New,Good,1
Truck,50344,Good,1,5,Petrol,Automatic,1500,78517,2024-01-02,2026-03-08,Third,5626,1,0,19.10113743,Worn Out,Worn Out,Weak,1
Suv,56603,Poor,1,9,Electric,Manual,1000,21784,2023-04-19,2024-09-22,Second,25667,10,1,18.75452788,Good,New,Good,0
Van,50817,Good,4,2,Petrol,Manual,1000,77531,2024-02-11,2024-11-15,Third,10686,5,0,18.76865517,Worn Out,Good,Weak,1
Bus,40303,Average,2,6,Diesel,Manual,1000,114434,2024-02-18,2024-11-27,Third,27990,1,2,17.64036626,New,Good,New,0
Bus,43902,Average,3,7,Petrol,Manual,2000,64890,2023-06-12,2025-04-01,First,19987,6,0,17.67992891,Good,New,New,1
Motorcycle,71062,Average,5,4,Petrol,Automatic,2000,125517,2023-05-06,2025-12-15,Second,11225,10,1,12.87602559,Worn Out,Worn Out,New,1
Car,59184,Poor,1,2,Electric,Manual,1500,56135,2023-05-24,2025-01-30,Third,9533,4,1,17.66331429,New,Worn Out,New,1
Bus,46713,Poor,4,7,Petrol,Automatic,1000,43031,2023-04-04,2024-11-26,Third,29882,1,2,15.90402016,Worn Out,Good,Weak,1
Van,62609,Poor,3,7,Diesel,Automatic,800,72251,2023-11-02,2025-09-02,Second,24494,7,0,12.67114474,Good,New,Good,1
Bus,46131,Poor,2,10,Electric,Manual,1000,54094,2023-12-03,2025-03-02,Third,8511,9,2,19.76198704,Worn Out,Worn Out,Weak,1
Truck,55846,Poor,1,2,Electric,Manual,800,13446,2023-06-05,2025-01-16,First,12601,6,2,12.18797704,Worn Out,Worn Out,Weak,1
Car,35099,Good,2,6,Petrol,Automatic,800,103521,2023-08-27,2025-11-26,Second,11777,10,2,12.03555418,Worn Out,Worn Out,Weak,1
Bus,59103,Good,2,5,Electric,Manual,1500,100885,2023-04-29,2024-05-25,First,6319,8,2,18.60891895,New,New,Good,1
Bus,34933,Average,2,9,Diesel,Automatic,1000,43736,2024-01-09,2024-07-31,First,27262,4,1,18.15388641,Good,Worn Out,New,1
Van,70729,Poor,4,8,Petrol,Automatic,1500,90155,2023-07-19,2024-09-25,Second,21448,10,3,10.25830214,New,New,Good,1
Suv,64435,Poor,4,5,Diesel,Automatic,2500,8078,2023-08-23,2025-02-07,Second,17181,2,1,13.45472915,Worn Out,Good,New,1
Suv,41806,Average,5,5,Electric,Manual,2500,50196,2024-02-09,2025-12-14,Third,20535,10,3,18.5826168,Good,Good,Weak,1
Suv,45786,Poor,0,1,Electric,Automatic,2000,103724,2023-07-20,2024-07-19,Second,23980,10,1,16.41965492,New,Worn Out,Weak,1
Van,57240,Poor,0,4,Petrol,Manual,2000,7783,2023-11-12,2025-09-22,Second,11606,4,1,19.31504548,Worn Out,Good,New,0
Truck,79257,Good,0,10,Petrol,Manual,800,130250,2023-10-18,2024-08-06,Second,6623,1,0,18.2691576,New,Worn Out,Weak,1
Car,38177,Average,5,2,Electric,Manual,1000,100142,2023-06-01,2026-02-03,Second,14232,6,0,13.23733779,New,Worn Out,New,1
Motorcycle,63435,Good,1,9,Electric,Automatic,2500,125149,2024-01-03,2024-10-21,Third,29332,3,2,11.09099568,New,Worn Out,Weak,1
Truck,52902,Poor,4,1,Petrol,Automatic,2500,100118,2023-05-24,2025-12-06,Third,29011,2,2,17.29741532,Good,Worn Out,Weak,1
Bus,70410,Poor,2,1,Petrol,Manual,800,13885,2024-01-01,2025-11-10,Third,21325,1,1,19.79340963,Worn Out,Worn Out,New,1
Truck,41221,Poor,2,5,Electric,Automatic,2500,24890,2023-06-17,2025-03-20,Second,8997,9,1,15.66565175,Worn Out,New,Weak,1
Truck,33533,Average,5,6,Electric,Manual,1000,137360,2023-05-27,2024-06-17,First,12105,7,3,17.66802215,Good,Worn Out,Weak,1
Bus,32563,Average,2,8,Diesel,Automatic,1500,63449,2023-07-23,2026-02-23,First,15353,7,0,12.61626313,New,New,Good,0
Suv,39538,Poor,2,6,Petrol,Automatic,800,46996,2023-09-24,2024-11-25,Second,14340,2,0,18.56201211,Worn Out,New,Good,1
Suv,52029,Good,3,8,Petrol,Automatic,1500,47690,2023-11-30,2025-02-19,First,24506,5,0,11.5331018,Worn Out,New,Good,0
Bus,71697,Average,0,9,Diesel,Manual,2000,58462,2023-09-20,2025-11-24,Second,8343,1,0,13.87289244,Worn Out,Worn Out,New,1
Motorcycle,69547,Poor,0,4,Diesel,Manual,2000,69388,2023-03-31,2025-04-21,Second,27569,5,0,15.64588266,Worn Out,New,New,0
Bus,78455,Good,1,8,Electric,Manual,2000,55330,2023-09-23,2024-09-09,Second,20141,8,3,12.32820139,New,Worn Out,Weak,1
Suv,59220,Good,0,5,Petrol,Automatic,2000,42280,2023-10-27,2024-09-20,Third,5887,7,0,16.38303264,New,Good,New,0
Motorcycle,31993,Good,2,9,Electric,Manual,1500,85684,2023-05-31,2025-07-18,Second,15282,8,0,17.30176736,Worn Out,New,Weak,1
Car,45334,Poor,0,1,Electric,Automatic,1000,48298,2024-02-03,2025-07-04,Second,21112,9,0,10.6545197,New,Worn Out,New,1
Truck,63866,Poor,1,5,Electric,Automatic,1000,5531,2023-11-22,2024-05-20,First,26373,7,3,12.07965075,New,Worn Out,Good,1
Van,68796,Average,0,7,Electric,Automatic,1000,58432,2023-08-01,2025-08-27,First,24124,1,3,10.53780976,New,Worn Out,Good,1
Car,59402,Poor,0,7,Electric,Manual,2000,49766,2023-09-14,2026-03-02,Second,23566,4,3,13.40850025,Worn Out,Worn Out,Weak,1
Motorcycle,76079,Poor,3,6,Petrol,Manual,1500,33372,2024-01-22,2025-12-05,Second,6214,1,3,18.5110583,Good,Good,Good,1
Motorcycle,54551,Poor,2,10,Electric,Automatic,1500,63166,2024-01-26,2025-01-19,Third,26233,5,0,12.53316201,Good,New,Good,1
Motorcycle,43726,Poor,2,2,Electric,Manual,1000,50055,2024-01-01,2025-12-26,Third,27983,7,2,17.77491551,Worn Out,Good,Weak,1
Suv,71948,Average,1,4,Diesel,Manual,2000,86277,2023-09-27,2024-06-24,First,26669,8,2,13.21523688,Good,New,New,1
Bus,79801,Average,0,8,Diesel,Manual,2500,74749,2023-10-15,2025-08-20,Third,24224,3,2,14.0892229,New,Good,Good,0
Car,70532,Average,5,1,Electric,Manual,800,136201,2023-07-31,2024-10-19,Second,10933,1,0,14.14732079,New,New,New,1
Van,75717,Average,0,4,Diesel,Manual,2000,8780,2024-01-12,2025-06-20,Third,16940,4,1,13.79693389,Good,Good,New,0
Van,42981,Good,2,8,Petrol,Manual,2000,21225,2023-05-04,2024-08-23,Second,11291,6,2,13.77715846,Good,Worn Out,Weak,1
Suv,39492,Poor,0,4,Electric,Manual,2000,50255,2023-03-30,2025-12-15,Second,9020,8,0,15.25463463,New,Worn Out,Weak,1
Suv,60506,Poor,4,9,Petrol,Manual,1500,34483,2023-07-03,2024-07-26,Second,25651,7,1,14.95987196,Worn Out,Worn Out,New,1
Truck,77080,Poor,0,5,Electric,Manual,800,118164,2023-11-20,2025-01-24,Second,18982,10,2,19.22808786,Good,Good,Weak,1
Bus,75284,Poor,2,5,Electric,Manual,2500,97653,2024-01-12,2024-07-02,Third,14384,9,0,16.95977074,Good,Worn Out,Good,1
Suv,52558,Poor,4,5,Electric,Automatic,1500,41979,2024-02-19,2026-01-06,Third,6651,9,1,15.74403685,Good,Good,Weak,1
Suv,51792,Good,0,6,Petrol,Automatic,2000,36043,2023-08-09,2026-02-22,Second,28446,3,1,13.58992202,Good,New,Good,0
Car,38708,Poor,3,3,Electric,Automatic,1000,72119,2023-05-12,2024-06-30,First,16472,1,3,16.21918569,Worn Out,Worn Out,Good,1
Bus,52544,Good,1,6,Electric,Automatic,1500,106116,2024-01-23,2024-05-17,Third,24407,10,0,19.69638335,New,Worn Out,New,1
Motorcycle,78348,Poor,4,4,Diesel,Automatic,2000,118025,2024-02-02,2025-06-01,First,29344,2,3,14.71984895,Good,Good,New,1
Car,56361,Poor,2,5,Diesel,Manual,1500,106146,2024-01-02,2024-11-23,Third,8697,1,1,14.09640558,Worn Out,Worn Out,Weak,1
Motorcycle,62357,Poor,3,5,Electric,Automatic,2500,1818,2023-10-24,2025-07-15,Second,11129,9,2,19.02579969,New,Good,Good,1
Suv,72476,Average,1,4,Electric,Automatic,800,64957,2023-10-03,2024-12-10,Third,21061,2,1,17.45712776,New,Good,Weak,1
Suv,54551,Good,0,8,Electric,Manual,1500,122743,2023-09-02,2024-10-23,Third,13562,9,2,13.57113905,Worn Out,Good,New,1
Truck,49984,Good,2,6,Petrol,Automatic,2500,3253,2023-08-07,2025-05-07,Second,10729,6,2,14.51631812,New,Worn Out,New,1
Truck,58527,Poor,5,3,Electric,Automatic,2500,24730,2023-11-11,2025-05-14,Third,8559,6,2,10.06856685,New,New,Good,1
Truck,67973,Average,2,6,Diesel,Automatic,2500,38919,2024-02-05,2024-08-07,Third,6943,7,2,15.71631274,New,Worn Out,Good,1
Motorcycle,59376,Good,5,6,Electric,Automatic,2000,28889,2024-02-18,2024-07-05,Second,12067,6,2,13.09389306,New,New,Weak,1
Van,43591,Poor,0,6,Diesel,Manual,2000,148114,2024-01-08,2025-04-26,Second,9979,7,2,12.62625104,Worn Out,Good,Weak,1
Truck,79977,Average,0,10,Diesel,Automatic,800,91503,2023-09-20,2024-12-22,Third,15034,1,2,18.64954276,Worn Out,Worn Out,Weak,1
Car,37916,Good,5,1,Petrol,Manual,1500,1643,2023-10-19,2025-11-01,First,25330,8,0,10.23791752,Worn Out,New,New,1
Van,40691,Good,4,1,Diesel,Automatic,1500,126851,2023-07-07,2024-10-31,First,28193,3,1,15.4115926,Worn Out,Good,New,1
Van,61097,Good,2,10,Petrol,Manual,1500,16891,2023-06-02,2025-02-24,Second,16232,9,1,18.99778749,Worn Out,New,New,0
Suv,47615,Poor,4,10,Petrol,Manual,1000,97214,2023-08-26,2025-05-04,Third,15625,2,3,18.05730755,Good,Worn Out,New,1
Van,59856,Good,1,6,Diesel,Automatic,1500,99426,2023-09-04,2024-12-22,Third,14378,9,2,12.72693559,Worn Out,Worn Out,New,1
Bus,39298,Average,1,10,Diesel,Manual,2500,123604,2023-04-23,2025-01-18,First,9292,6,1,18.83631011,Good,New,Weak,1
Bus,78908,Good,4,5,Petrol,Manual,2500,11738,2023-08-05,2025-02-15,Second,8941,5,1,10.83175203,Good,Good,New,1
Van,46460,Average,4,1,Electric,Automatic,800,37276,2023-07-12,2024-08-19,Third,9367,2,2,12.63065964,Good,Good,New,1
Truck,79218,Poor,0,9,Electric,Manual,1500,138990,2023-09-05,2024-12-30,Third,26723,3,0,11.09401302,Worn Out,Good,Good,0
Bus,66392,Poor,4,10,Petrol,Automatic,2000,139865,2023-06-08,2025-10-21,First,5869,6,2,11.04700986,Good,Good,Good,1
Bus,78571,Good,0,1,Petrol,Manual,1000,46543,2023-06-29,2025-02-27,First,22361,1,2,10.87063922,Worn Out,New,Weak,1
Car,56854,Poor,1,10,Electric,Automatic,2500,142838,2024-02-11,2025-11-04,Second,19858,3,0,12.07975416,Worn Out,Good,New,0
Truck,75596,Good,4,5,Petrol,Manual,2500,26595,2023-08-30,2025-10-04,Second,6717,6,0,14.11381797,New,Worn Out,Good,1
Suv,54367,Poor,4,1,Petrol,Automatic,1500,137898,2023-04-13,2026-02-07,Second,25831,8,1,10.39748329,Good,New,New,1
Suv,50446,Good,2,3,Electric,Manual,2000,26500,2023-11-28,2024-07-08,Second,26006,1,2,13.06628803,Good,Good,New,0
Suv,78678,Poor,3,3,Diesel,Automatic,2500,104237,2023-07-11,2025-01-14,Third,21621,1,2,19.42157059,Good,Worn Out,Good,1
Bus,61770,Average,3,2,Diesel,Manual,2000,116363,2023-04-23,2025-07-29,First,21693,2,0,10.30173089,Worn Out,Worn Out,Weak,1
Suv,52337,Average,5,2,Diesel,Manual,1000,93718,2024-01-25,2025-05-26,Second,10287,2,0,14.0072803,Worn Out,New,Weak,1
Bus,56097,Average,1,5,Diesel,Automatic,1000,117172,2023-09-04,2025-01-03,Second,12355,6,1,18.02552274,New,Worn Out,Weak,1
Truck,37508,Poor,0,7,Diesel,Automatic,2000,98061,2023-04-10,2025-01-01,First,28090,2,2,10.17023301,New,Worn Out,New,1
Car,41504,Average,0,2,Petrol,Manual,1000,21362,2024-02-07,2026-02-28,First,17398,8,0,14.02442691,New,Worn Out,New,1
Van,66868,Good,5,3,Diesel,Manual,1000,11055,2023-07-20,2025-08-14,First,9083,7,0,16.93041349,Good,New,Good,1
Suv,39851,Good,3,2,Petrol,Automatic,800,101851,2024-02-24,2024-09-14,Second,29411,2,1,12.07848676,Worn Out,New,New,0
Suv,46484,Poor,4,10,Diesel,Manual,2500,28033,2023-07-06,2025-01-22,Second,10858,9,1,14.42586048,Good,New,New,1
Bus,37919,Poor,1,3,Diesel,Manual,1000,19508,2023-06-23,2026-03-22,Third,5623,10,2,19.96594375,Worn Out,Good,Good,1
Truck,57150,Poor,5,6,Electric,Manual,2500,147597,2023-09-20,2025-02-24,Second,13750,3,3,15.40348977,Good,Worn Out,New,1
Suv,70775,Good,1,4,Electric,Manual,2500,146689,2023-09-21,2025-08-21,Second,23860,3,1,18.21321046,New,Good,Good,0
Truck,67879,Good,4,7,Diesel,Automatic,1500,86791,2023-04-03,2025-11-02,First,18826,7,1,10.91719118,New,New,New,1
Car,71938,Good,0,3,Electric,Manual,1000,131574,2023-08-20,2025-03-18,Second,5220,3,1,11.75411124,New,Worn Out,Weak,1
Bus,66690,Good,4,8,Electric,Manual,2000,131147,2023-08-20,2024-11-30,Second,10969,4,1,15.41294348,Good,Worn Out,Weak,1
Car,61363,Good,0,4,Electric,Manual,2500,103929,2023-07-08,2025-06-28,First,21264,9,2,11.52650995,New,Worn Out,Good,1
Car,48800,Average,0,10,Electric,Automatic,2000,131435,2024-01-15,2024-05-17,First,11068,5,1,15.62170211,New,Worn Out,New,1
Suv,66908,Poor,5,4,Electric,Automatic,1000,128974,2023-09-04,2025-11-29,Second,16582,5,1,12.04793758,Good,Worn Out,Good,1
Truck,43576,Good,5,2,Electric,Automatic,800,125027,2023-10-28,2025-09-10,Third,13533,4,1,11.8909293,Worn Out,New,New,1
Suv,71187,Poor,0,7,Petrol,Automatic,2000,135497,2023-12-16,2025-12-21,First,11785,8,3,19.81393064,Good,New,New,1
Motorcycle,40891,Average,0,7,Petrol,Automatic,800,45961,2024-01-27,2026-01-02,Second,17403,9,0,13.74012148,Good,New,Good,0
Car,78741,Good,1,9,Electric,Automatic,800,93243,2023-06-05,2024-12-07,First,20217,8,0,19.83697286,Worn Out,Good,New,0
Motorcycle,67584,Good,0,9,Diesel,Automatic,800,16886,2023-05-28,2025-11-11,Third,28295,3,0,15.37006413,Good,Worn Out,Good,1
Suv,32249,Poor,2,6,Petrol,Automatic,2000,91837,2024-01-23,2025-06-28,Second,25186,1,2,12.31075022,Worn Out,New,New,1
Suv,36270,Average,5,6,Diesel,Automatic,1000,37743,2024-02-28,2026-01-18,Second,19423,3,3,17.3005035,Good,Worn Out,Weak,1
Bus,36971,Poor,1,3,Diesel,Manual,800,132167,2024-01-03,2025-09-24,Second,7289,10,0,10.24395813,Worn Out,Worn Out,New,1
Suv,51408,Good,5,7,Diesel,Automatic,1000,137877,2023-07-21,2025-01-14,First,23495,7,3,15.95254634,Worn Out,Worn Out,Good,1
Truck,67810,Good,4,2,Petrol,Automatic,800,105946,2023-11-13,2024-12-18,First,23359,6,2,15.56896798,Good,Worn Out,Weak,1
Truck,43333,Good,3,9,Diesel,Automatic,800,27789,2023-11-25,2025-07-04,First,5138,2,3,16.05936351,New,New,Weak,1
Suv,79508,Poor,5,8,Diesel,Automatic,1000,136709,2023-08-10,2025-09-01,Third,19963,10,1,19.77601988,Good,Good,Good,1
Bus,40629,Poor,5,8,Electric,Manual,2500,142463,2023-05-12,2024-09-25,Second,6098,4,1,19.79088068,New,Worn Out,Weak,1
Truck,35928,Poor,0,4,Electric,Manual,2500,143156,2024-01-28,2025-04-07,Second,26424,10,2,10.11415267,Good,Worn Out,New,1
Truck,70368,Average,1,1,Electric,Manual,2000,102538,2023-11-11,2025-06-24,Third,25053,4,1,10.0630431,Worn Out,Worn Out,Good,1
Van,53075,Good,2,9,Diesel,Manual,1000,122873,2023-05-19,2025-08-23,Third,28748,3,3,10.28142909,New,Good,New,0
Truck,62211,Poor,3,2,Electric,Manual,800,85733,2023-07-22,2026-02-11,Third,11838,2,3,12.75659477,New,New,New,1
Motorcycle,56395,Poor,0,4,Petrol,Automatic,800,137385,2023-09-19,2025-08-07,Third,10894,10,3,18.80975859,Good,Good,New,1
Bus,37332,Poor,1,4,Petrol,Automatic,1000,98382,2023-06-24,2026-03-10,First,25567,6,2,16.84823529,New,Good,New,0
Suv,60425,Good,4,6,Diesel,Manual,2500,23472,2023-05-10,2024-08-30,First,22364,8,2,18.9192336,New,New,New,1
Bus,75388,Good,3,3,Petrol,Automatic,800,39300,2023-12-09,2024-04-29,Second,12011,4,0,18.89173054,New,New,New,0
Truck,61295,Good,4,7,Petrol,Automatic,2500,28584,2023-04-29,2025-01-21,Third,16344,3,3,17.09422186,New,New,Weak,1
Car,44742,Good,4,5,Electric,Manual,800,38151,2023-05-20,2025-02-08,First,14330,7,0,17.54632184,New,New,New,1
Car,37318,Good,4,5,Electric,Manual,1000,127340,2024-02-17,2024-08-09,Second,18619,8,0,18.02652705,New,Good,New,1
Van,55174,Good,0,6,Diesel,Automatic,1000,95932,2023-11-28,2024-07-22,First,27256,3,1,18.76449301,Worn Out,New,Good,0
Bus,70689,Average,1,1,Electric,Automatic,2500,111007,2023-09-19,2026-03-01,First,14568,1,2,16.31903018,New,Worn Out,Weak,1
Car,40068,Good,2,3,Electric,Automatic,1500,90296,2023-10-01,2025-06-10,Second,28907,4,0,12.70721618,New,Good,Weak,1
Car,34958,Average,1,5,Electric,Automatic,2000,81261,2024-02-22,2026-01-28,Second,11438,10,3,11.82950534,Good,Good,Weak,1
Van,38460,Poor,1,3,Electric,Manual,1500,9699,2024-01-03,2026-02-25,First,5868,1,2,10.67218641,Worn Out,Worn Out,Weak,1
Bus,78997,Good,5,7,Electric,Automatic,1500,65583,2023-08-03,2025-09-05,Second,9928,6,3,13.08314326,Worn Out,Worn Out,Good,1
Suv,69767,Poor,2,5,Diesel,Automatic,1000,148787,2023-11-11,2025-03-31,First,11601,6,0,11.11164413,Good,New,Good,1
Truck,62226,Average,3,8,Electric,Manual,2000,4506,2023-04-06,2025-06-18,First,27911,10,0,11.55256324,Worn Out,Worn Out,New,1
Bus,69491,Poor,2,10,Diesel,Automatic,1500,21663,2024-01-05,2025-08-06,Third,28234,2,1,16.36041063,Good,Good,Weak,1
Suv,79116,Poor,3,4,Diesel,Automatic,800,70269,2023-08-31,2025-03-03,Third,8632,5,0,12.95288659,Good,New,Good,1
Van,42068,Average,1,3,Electric,Manual,1000,114492,2024-02-19,2025-04-13,First,25983,5,0,17.57728222,New,Worn Out,Good,1
Truck,60350,Average,4,6,Diesel,Manual,2000,85981,2024-01-27,2024-07-01,First,15228,10,1,10.58566095,Worn Out,Worn Out,Weak,1
Car,77438,Average,0,10,Petrol,Automatic,800,139140,2023-04-07,2025-01-02,Second,12858,7,3,11.30970717,New,Worn Out,New,1
Motorcycle,74092,Poor,0,2,Electric,Manual,2000,47011,2023-07-01,2024-07-02,Third,5255,3,3,12.81479877,Good,Good,Weak,1
Van,45768,Poor,0,8,Diesel,Automatic,1000,24685,2024-01-23,2024-12-04,First,9641,2,2,13.01362174,Good,Good,Weak,1
Motorcycle,49376,Good,1,3,Diesel,Automatic,1500,1310,2023-11-08,2025-07-06,Second,7496,1,3,11.71403038,Good,New,New,0
Van,57538,Average,5,6,Electric,Automatic,2500,44544,2023-11-10,2025-12-07,Third,24380,10,0,13.77679329,Worn Out,New,Weak,1
Car,47808,Poor,5,9,Petrol,Manual,1500,90380,2024-02-10,2024-08-30,Second,10128,4,1,12.47703519,Worn Out,Worn Out,Good,1
Truck,60241,Average,5,10,Diesel,Manual,1000,4396,2023-04-17,2025-02-19,First,11896,9,0,17.14163199,New,New,New,1
Suv,75679,Poor,1,6,Electric,Manual,1000,12519,2023-05-09,2024-08-15,Second,11934,4,0,14.89730884,New,New,Good,0
Van,60635,Average,4,4,Petrol,Automatic,2500,113798,2024-01-01,2024-07-05,Third,5357,6,1,14.30208564,Good,New,New,1
Car,66193,Average,0,2,Diesel,Manual,800,142932,2024-01-03,2025-02-18,First,23320,3,2,12.14018868,New,New,Weak,1
Bus,35776,Average,4,2,Electric,Manual,800,82933,2023-12-10,2025-07-19,Second,26517,5,3,11.3662619,Worn Out,Worn Out,New,1
Van,61404,Poor,4,3,Petrol,Manual,1000,99295,2024-01-28,2024-08-08,First,29955,1,0,17.40941934,Good,Good,Good,1
Car,78305,Average,3,8,Diesel,Manual,800,28386,2023-07-26,2024-08-17,First,13962,3,0,16.10285394,Worn Out,Worn Out,Weak,1
Bus,61137,Good,1,1,Electric,Manual,1000,89883,2023-06-14,2024-07-19,First,5697,6,3,18.50461539,Worn Out,Worn Out,New,1
Van,40011,Good,0,10,Petrol,Manual,800,136792,2023-05-21,2025-08-27,Third,28893,4,2,15.82416536,New,New,Weak,1
Suv,39455,Average,3,8,Diesel,Automatic,800,25014,2023-09-01,2024-08-30,First,5111,4,0,14.50818874,Worn Out,Worn Out,Good,1
Van,63116,Poor,2,5,Diesel,Automatic,2000,95954,2023-10-03,2026-03-29,Third,17127,9,2,18.11072192,Worn Out,Good,New,1
Van,68875,Poor,5,7,Diesel,Automatic,1500,69722,2023-10-18,2024-12-31,First,16650,9,2,10.53165024,Worn Out,Good,Weak,1
Car,44647,Good,4,1,Electric,Manual,2000,49904,2023-07-30,2024-11-11,Third,26585,2,0,19.92875498,New,Good,New,1
Van,60256,Average,2,7,Diesel,Manual,1500,41876,2023-07-12,2025-08-13,Third,29759,4,3,13.96521706,Worn Out,New,Weak,1
Car,50502,Good,3,3,Petrol,Automatic,2000,38449,2023-12-01,2024-10-28,Third,15290,4,0,13.36939714,Good,Worn Out,Good,1
Suv,58484,Good,3,2,Diesel,Manual,1000,114658,2023-08-27,2025-10-22,Second,26825,7,2,10.87221601,Good,Worn Out,Good,1
Suv,63062,Good,0,6,Petrol,Manual,800,64512,2023-12-25,2024-12-03,First,15689,5,1,13.51154909,Good,New,Good,0
Bus,40343,Average,4,9,Diesel,Manual,1000,131137,2023-04-02,2024-06-28,First,15792,4,1,11.92965975,Good,Good,Weak,1
Truck,71741,Good,5,6,Diesel,Automatic,1000,127156,2023-09-18,2024-05-29,First,27163,1,2,10.76915018,Good,New,Good,1
Truck,30611,Good,0,5,Electric,Automatic,1000,78905,2023-08-12,2024-06-25,Second,29603,8,0,15.77630332,Good,New,Good,0
Van,64764,Good,2,6,Petrol,Automatic,1500,101588,2023-05-20,2025-06-29,Second,14082,10,2,17.96270269,Worn Out,New,New,1
Bus,76737,Average,2,9,Petrol,Automatic,2500,27750,2024-01-29,2025-08-23,Third,15721,9,1,15.35137719,New,New,New,0
Car,48892,Poor,3,4,Electric,Automatic,800,72697,2023-10-08,2026-01-23,First,16543,1,0,17.48947286,Good,Worn Out,Weak,1
Motorcycle,76930,Average,0,6,Petrol,Manual,1000,136172,2023-10-05,2024-06-11,First,27639,4,0,19.830537,Good,Good,Weak,1
Van,71663,Poor,2,7,Petrol,Manual,1000,147172,2023-07-17,2025-01-20,Second,13925,1,3,12.05299265,Good,Good,Good,1
Truck,64738,Average,0,6,Petrol,Automatic,1000,77607,2023-07-07,2026-01-12,Third,16388,4,2,16.22777275,New,Worn Out,Good,1
Van,43322,Average,3,5,Electric,Manual,2000,45866,2023-08-28,2025-08-16,First,6248,5,0,12.83387042,Worn Out,New,New,1
Suv,58121,Average,4,5,Petrol,Manual,2500,22099,2024-01-25,2024-11-15,Second,15717,7,3,11.87253008,New,New,Good,1
Bus,48386,Good,3,8,Diesel,Manual,2000,142413,2023-05-18,2026-01-08,Second,9306,3,0,10.10260942,Good,New,Good,0
Bus,47752,Average,1,3,Diesel,Automatic,800,109703,2023-12-27,2025-03-25,Second,6628,4,2,11.65698271,Good,Worn Out,Weak,1
Motorcycle,67055,Average,5,4,Petrol,Automatic,2000,86443,2023-10-23,2025-05-18,Third,27097,7,3,17.11086737,Good,Worn Out,Good,1
