OBD_Code,Description,Description_Length,Prefix
P248E,EGR Cooler Bypass Control Circuit/Open Bank 2,45,P2
P248F,EGR Cooler Bypass Control Circuit Range/Performance Bank 2,58,P2
P2490,EGR Cooler Bypass Control Circuit Low Bank 2,44,P2
P2491,EGR Cooler Bypass Control Circuit High Bank 2,45,P2
P2492,EGR Cooler Bypass Position Sensor Circuit Bank 1,48,P2
P2493,EGR Cooler Bypass Position Sensor Range/Performance Bank 1,58,P2
P2494,EGR Cooler Bypass Position Sensor Circuit Low Bank 1,52,P2
P2495,EGR Cooler Bypass Position Sensor Circuit High Bank 1,53,P2
P2496,EGR Cooler Bypass Position Sensor Circuit Intermittent/Erratic Bank 1,69,P2
P2497,EGR Cooler Bypass Position Sensor Circuit Bank 2,48,P2
P2498,EGR Cooler Bypass Position Sensor Range/Performance Bank 2,58,P2
P2499,EGR Cooler Bypass Position Sensor Circuit Low Bank 2,52,P2
P249A,EGR Cooler Bypass Position Sensor Circuit High Bank 2,53,P2
P249B,EGR Cooler Bypass Position Sensor Circuit Intermittent/Erratic Bank 2,69,P2
P249C,Excessive Time To Enter Closed Loop Reductant Injection Control,63,P2
P249D,Closed Loop Reductant Injection Control At Limit - Flow Too Low,63,P2
P249E,Closed Loop Reductant Injection Control At Limit - Flow Too High,64,P2
P249F,Excessive Time To Enter Closed Loop Particulate Filter Regeneration Control,75,P2
P24A0,Closed Loop Particulate Filter Regeneration Control At Limit - Temperature Too Low,82,P2
P24A1,Closed Loop Particulate Filter Regeneration Control At Limit - Temperature Too High,83,P2
P24A2,Particulate Filter Regeneration Incomplete Bank 1,49,P2
P24A3,Particulate Filter Restriction - Soot Accumulation Bank 2,57,P2
P24A4,Particulate Filter Restriction - Soot Accumulation Too High Bank 1,66,P2
P24A5,EGR Cooler Bypass Control Stuck/Open Bank 1,43,P2
P24A6,EGR Cooler Bypass Control Stuck/Open Bank 2,43,P2
P24A7,EGR Cooler Coolant Pump Control Circuit/Open,44,P2
P24A8,EGR Cooler Coolant Pump Performance/Stuck Off,45,P2
P24A9,EGR Cooler Coolant Pump Control Circuit Low,43,P2
P24AA,EGR Cooler Coolant Pump Control Circuit High,44,P2
P24AB,EGR Cooler Coolant Pump Stuck On,32,P2
P24AC,EGR Cooler Coolant Pump Feedback Circuit Low,44,P2
P24AD,EGR Cooler Coolant Pump Feedback Circuit High,45,P2
P24AE,Particulate Matter Sensor Circuit,33,P2
P24AF,Particulate Matter Sensor Circuit Range/Performance,51,P2
P24B0,Particulate Matter Sensor Circuit Low,37,P2
P24B1,Particulate Matter Sensor Circuit High,38,P2
P24B2,Particulate Matter Sensor Circuit Intermittent,46,P2
P24B3,Particulate Matter Sensor Heater Control Circuit/Open,53,P2
P24B4,Particulate Matter Sensor Heater Control Circuit Range/Performance,66,P2
P24B5,Particulate Matter Sensor Heater Control Circuit Low,52,P2
P24B6,Particulate Matter Sensor Heater Control Circuit High,53,P2
P24B7,Particulate Matter Sensor Heater Resistance,43,P2
P24B8,EVAP System Leak Detection Pump Pressure Sensor Circuit,55,P2
P24B9,EVAP System Leak Detection Pump Pressure Sensor Circuit Range/Performance,73,P2
P24BA,EVAP System Leak Detection Pump Pressure Sensor Circuit Low,59,P2
P24BB,EVAP System Leak Detection Pump Pressure Sensor Circuit High,60,P2
P24BC,EVAP System Leak Detection Pump Pressure Sensor Circuit Intermittent,68,P2
P24BD,EVAP System Leak Detection Pump Switching Valve Control Circuit/Open,68,P2
P24BE,EVAP System Leak Detection Pump Switching Valve Control Circuit Low,67,P2
P24BF,EVAP System Leak Detection Pump Switching Valve Control Circuit High,68,P2
P24C0,EVAP System Leak Detection Pump Switching Valve Stuck On,56,P2
P24C1,EVAP System Leak Detection Pump Switching Valve Performance/Stuck Off,69,P2
P24C2,Exhaust Gas Temperature Measurement System - Multiple Sensor Correlation Bank 1,79,P2
P24C3,Exhaust Gas Temperature Measurement System - Multiple Sensor Correlation Bank 2,79,P2
P24C4,EGR Cooler Bypass Position Sensor Exceeded Learning Limit Bank 1,64,P2
P24C5,EGR Cooler Bypass Position Sensor Exceeded Learning Limit Bank 2,64,P2
P24C6,Particulate Matter Sensor Temperature Circuit,45,P2
P24C7,Particulate Matter Sensor Temperature Circuit Range/performance,63,P2
P24C8,Particulate Matter Sensor Temperature Circuit Low,49,P2
P24C9,Particulate Matter Sensor Temperature Circuit High,50,P2
P24CA,Particulate Matter Sensor Temperature Circuit Intermittent,58,P2
P24CB,Reductant Tank Cap Switch Circuit,33,P2
P24CC,Reductant Tank Cap Switch Circuit Range/Performance,51,P2
P24CD,Reductant Tank Cap Switch Circuit Low,37,P2
P24CE,Reductant Tank Cap Switch Circuit High,38,P2
P24CF,Reductant Tank Cap Switch Circuit Intermittent/Erratic,54,P2
P24D0,Particulate Matter Sensor Supply Voltage Circuit Low,52,P2
P24D1,Particulate Matter Sensor Regeneration Incomplete,49,P2
P24D2,Reductant Heater A Sense Circuit,32,P2
P24D3,Reductant Heater B Sense Circuit,32,P2
P24D4,EGR Cooler Coolant Pump Feedback Circuit,40,P2
P24D5,EVAP System Pressure Sensor/Switch B Circuit,44,P2
P24D6,EVAP System Pressure Sensor/Switch B Circuit Range/Performance,62,P2
P24D7,EVAP System Pressure Sensor/Switch B Circuit Low,48,P2
P24D8,EVAP System Pressure Sensor/Switch B Circuit High,49,P2
P24D9,EVAP System Pressure Sensor/Switch B Circuit Intermittent,57,P2
P24DA,Particulate Matter Sensor Exhaust Sample Error Bank 1,53,P2
P24DB,Reductant Purge Control Valve B Circuit /Open,45,P2
P24DC,Reductant Purge Control Valve B Performance,43,P2
P24DD,Reductant Purge Control Valve B Circuit Low,43,P2
P24DE,Reductant Purge Control Valve B Circuit High,44,P2
P24DF,Reductant Purge Control Valve B Stuck Open,42,P2
P24E0,Reductant Purge Control Valve B Stuck Closed,44,P2
P24E1,NH3 Sensor Circuit,18,P2
P24E2,NH3 Sensor Circuit Range/Performance,36,P2
P24E3,NH3 Sensor Circuit Low,22,P2
P24E4,NH3 Sensor Circuit High,23,P2
P24E5,NH3 Sensor Circuit Intermittent/Erratic,39,P2
P24E6,NH3 Sensor Heater Circuit/Open,30,P2
P24E7,NH3 Sensor Heater Circuit Low,29,P2
P24E8,NH3 Sensor Heater Circuit High,30,P2
P24E9,NH3 Sensor Heater Circuit Performance,37,P2
P24EA,NH3 Sensor Supply Voltage Circuit,33,P2
P24EB,NH3 Sensor Supply Voltage Circuit Low,37,P2
P24EC,NH3 Sensor Supply Voltage Circuit High,38,P2
P24ED,NH3 Sensor Calibration Memory,29,P2
P24EE,NH3 Sensor Processor Performance,32,P2
P24EF,Control Module Wake-up Circuit/Open,35,P2
P24F0,Control Module Wake-up Circuit Low,34,P2
P24F1,Control Module Wake-up Circuit High,35,P2
P24F2,EGR Temperature/Charge Air Cooler Temperature Correlation,57,P2
P24F3,Reductant Tank Temperature/Fuel Temperature Correlation,55,P2
P24F4,NOx Sensor Delayed Response - High to Low Bank 1 Sensor 1,57,P2
P24F5,NOx Sensor Delayed Response - High to Low Bank 1 Sensor 2,57,P2
P24F6,Exhaust Aftertreatment Fuel Air Purge Valve Stuck Open,54,P2
P24F7,Exhaust Aftertreatment Fuel Air Purge Valve Stuck Closed,56,P2
P24F8,Exhaust Aftertreatment Fuel Air Purge Valve Control Circuit,59,P2
P24F9,Exhaust Aftertreatment Fuel Air Purge Valve Control Circuit Range/Performance,77,P2
P24FA,Exhaust Aftertreatment Fuel Air Purge Valve Control Circuit Low,63,P2
P24FB,Exhaust Aftertreatment Fuel Air Purge Valve Control Circuit High,64,P2
P24FC,Particulate Matter Sensor Heater Control Circuit Driver Current/Temperature Too High,84,P2
P24FD,Particulate Filter A Incorrect,30,P2
P24FE,SCR Catalyst Incorrect,22,P2
P24FF,Reductant Temperature Too High,30,P2
P2500,Generator Lamp/L-Terminal Circuit Low,37,P2
P2501,Generator Lamp/L-Terminal Circuit High,38,P2
P2502,Charging System Voltage,23,P2
P2503,Charging System Voltage Low,27,P2
P2504,Charging System Voltage High,28,P2
P2505,ECM/PCM Power Input Signal,26,P2
P2506,ECM/PCM Power Input Signal Range/Performance,44,P2
P2507,ECM/PCM Power Input Signal Low,30,P2
P2508,ECM/PCM Power Input Signal High,31,P2
P2509,ECM/PCM Power Input Signal Intermittent,39,P2
P250A,Engine Oil Level Sensor Circuit,31,P2
P250B,Engine Oil Level Sensor Circuit Range/Performance,49,P2
P250C,Engine Oil Level Sensor Circuit Low,35,P2
P250D,Engine Oil Level Sensor Circuit High,36,P2
P250E,Engine Oil Level Sensor Circuit Intermittent/Erratic,52,P2
P250F,Engine Oil Level Too Low,24,P2
P2510,ECM/PCM Power Relay Sense Circuit Range/Performance,51,P2
P2511,ECM/PCM Power Relay Sense Circuit Intermittent,46,P2
P2512,Event Data Recorder Request Circuit/ Open,41,P2
P2513,Event Data Recorder Request Circuit Low,39,P2
P2514,Event Data Recorder Request Circuit High,40,P2
P2515,A/C Refrigerant Pressure Sensor B Circuit,41,P2
P2516,A/C Refrigerant Pressure Sensor B Circuit Range/Performance,59,P2
P2517,A/C Refrigerant Pressure Sensor B Circuit Low,45,P2
P2518,A/C Refrigerant Pressure Sensor B Circuit High,46,P2
P2519,A/C Request A Circuit,21,P2
P251A,PTO Enable Switch Circuit/Open,30,P2
P251B,PTO Enable Switch Circuit Low,29,P2
P251C,PTO Enable Switch Circuit High,30,P2
P251D,PTO Engine Shutdown Circuit/Open,32,P2
P251E,PTO Engine Shutdown Circuit Low,31,P2
P251F,PTO Engine Shutdown Circuit High,32,P2
P2520,A/C Request A Circuit Low,25,P2
P2521,A/C Request A Circuit High,26,P2
P2522,A/C Request B Circuit,21,P2
P2523,A/C Request B Circuit Low,25,P2
P2524,A/C Request B Circuit High,26,P2
P2525,Vacuum Reservoir Pressure Sensor Circuit,40,P2
P2526,Vacuum Reservoir Pressure Sensor Circuit Range/Performance,58,P2
P2527,Vacuum Reservoir Pressure Sensor Circuit Low,44,P2
P2528,Vacuum Reservoir Pressure Sensor Circuit High,45,P2
P2529,Vacuum Reservoir Pressure Sensor Circuit Intermittent,53,P2
P252A,Engine Oil Quality Sensor Circuit,33,P2
P252B,Engine Oil Quality Sensor Circuit Range/Performance,51,P2
P252C,Engine Oil Quality Sensor Circuit Low,37,P2
P252D,Engine Oil Quality Sensor Circuit High,38,P2
P252E,Engine Oil Quality Sensor Circuit Intermittent/Erratic,54,P2
P252F,Engine Oil Level Too High,25,P2
P2530,Ignition Switch Run Position Circuit,36,P2
P2531,Ignition Switch Run Position Circuit Low,40,P2
P2532,Ignition Switch Run Position Circuit High,41,P2
P2533,Ignition Switch On/Start Position Circuit,41,P2
P2534,Ignition Switch On/Start Position Circuit Low,45,P2
P2535,Ignition Switch On/Start Position Circuit High,46,P2
P2536,Ignition Switch Accessory Position Circuit,42,P2
P2537,Ignition Switch Accessory Position Circuit Low,46,P2
P2538,Ignition Switch Accessory Position Circuit High,47,P2
P2539,Low Pressure Fuel System Sensor Circuit,39,P2
P253A,PTO Sense Circuit/Open,22,P2
P253B,PTO Sense Circuit Range/Performance,35,P2
P253C,PTO Sense Circuit Low,21,P2
P253D,PTO Sense Circuit High,22,P2
P253E,PTO Sense Circuit Intermittent/Erratic,38,P2
P253F,Engine Oil Deteriorated,23,P2
P2540,Low Pressure Fuel System Sensor Circuit Range/Performance,57,P2
P2541,Low Pressure Fuel System Sensor Circuit Low,43,P2
P2542,Low Pressure Fuel System Sensor Circuit High,44,P2
P2543,Low Pressure Fuel System Sensor Circuit Intermittent,52,P2
P2544,Torque Management Request Input Signal A,40,P2
P2545,Torque Management Request Input Signal A Range/Performance,58,P2
P2546,Torque Management Request Input Signal A Low,44,P2
P2547,Torque Management Request Input Signal A High,45,P2
P2548,Torque Management Request Input Signal B,40,P2
P2549,Torque Management Request Input Signal B Range/Performance,58,P2
P254A,PTO Speed Selector Sensor/Switch 1 Circuit/Open,47,P2
P254B,PTO Speed Selector Sensor/Switch 1 Range/Performance,52,P2
P254C,PTO Speed Selector Sensor/Switch 1 Circuit Low,46,P2
P254D,PTO Speed Selector Sensor/Switch 1 Circuit High,47,P2
P254E,PTO Speed Selector Sensor/Switch 1 Circuit Intermittent/Erratic,63,P2
P254F,Engine Hood Switch Circuit,26,P2
P2550,Torque Management Request Input Signal B Low,44,P2
P2551,Torque Management Request Input Signal B High,45,P2
P2552,Throttle/Fuel Inhibit A Circuit,31,P2
P2553,Throttle/Fuel Inhibit A Circuit Range/Performance,49,P2
P2554,Throttle/Fuel Inhibit A Circuit Low,35,P2
P2555,Throttle/Fuel Inhibit A Circuit High,36,P2
P2556,Engine Coolant Level Sensor/Switch Circuit,42,P2
P2557,Engine Coolant Level Sensor/Switch Circuit Range/Performance,60,P2
P2558,Engine Coolant Level Sensor/Switch Circuit Low,46,P2
P2559,Engine Coolant Level Sensor/Switch Circuit High,47,P2
P255A,PTO Speed Selector Sensor/Switch 2 Circuit/Open,47,P2
P255B,PTO Speed Selector Sensor/Switch 2 Range/Performance,52,P2
P255C,PTO Speed Selector Sensor/Switch 2 Circuit Low,46,P2
P255D,PTO Speed Selector Sensor/Switch 2 Circuit High,47,P2
P255E,PTO Speed Selector Sensor/Switch 2 Circuit Intermittent/Erratic,63,P2
P255F,A/C Request A Circuit Range/Performance,39,P2
P2560,Engine Coolant Level Low,24,P2
P2561,A/C Control Module Requested MIL Illumination,45,P2
P2562,Turbocharger Boost Control Position Sensor A Circuit,52,P2
P2563,Turbocharger Boost Control Position Sensor A Circuit Range/Performance,70,P2
P2564,Turbocharger Boost Control Position Sensor A Circuit Low,56,P2
P2565,Turbocharger Boost Control Position Sensor A Circuit High,57,P2
P2566,Turbocharger Boost Control Position Sensor A Circuit Intermittent,65,P2
P2567,Direct Ozone Reduction Catalyst Temperature Sensor Circuit,58,P2
P2568,Direct Ozone Reduction Catalyst Temperature Sensor Circuit Range/Performance,76,P2
P2569,Direct Ozone Reduction Catalyst Temperature Sensor Circuit Low,62,P2
P256A,Engine Idle Speed Selector Sensor/Switch Circuit/Open,53,P2
P256B,Engine Idle Speed Selector Sensor/Switch Range/Performance,58,P2
P256C,Engine Idle Speed Selector Sensor/Switch Circuit Low,52,P2
P256D,Engine Idle Speed Selector Sensor/Switch Circuit High,53,P2
P256E,Engine Idle Speed Selector Sensor/Switch Circuit Intermittent/Erratic,69,P2
P256F,A/C Request B Circuit Range/Performance,39,P2
P2570,Direct Ozone Reduction Catalyst Temperature Sensor Circuit High,63,P2
P2571,Direct Ozone Reduction Catalyst Temperature Sensor Circuit Intermittent/Erratic,79,P2
P2572,Direct Ozone Reduction Catalyst Deterioration Sensor Circuit,60,P2
P2573,Direct Ozone Reduction Catalyst Deterioration Sensor Circuit Range/Performance,78,P2
P2574,Direct Ozone Reduction Catalyst Deterioration Sensor Circuit Low,64,P2
P2575,Direct Ozone Reduction Catalyst Deterioration Sensor Circuit High,65,P2
P2576,Direct Ozone Reduction Catalyst Deterioration Sensor Circuit Intermittent/Erratic,81,P2
P2577,Direct Ozone Reduction Catalyst Efficiency Below Threshold,58,P2
P2578,Turbocharger/Supercharger Speed Sensor A Circuit,48,P2
P2579,Turbocharger/Supercharger Speed Sensor A Circuit Range/Performance,66,P2
P257A,Vacuum Reservoir Control Circuit/Open,37,P2
P257B,Vacuum Reservoir Control Circuit Low,36,P2
P257C,Vacuum Reservoir Control Circuit High,37,P2
P257D,Engine Hood Switch Circuit Range/Performance,44,P2
P257E,Engine Hood Switch Circuit Low,30,P2
P257F,Engine Hood Switch Circuit High,31,P2
P2580,Turbocharger/Supercharger Speed Sensor A Circuit Low,52,P2
P2581,Turbocharger/Supercharger Speed Sensor A Circuit High,53,P2
P2582,Turbocharger/Supercharger Speed Sensor A Circuit Intermittent,61,P2
P2583,Cruise Control Front Distance Range Sensor Single Sensor or Center,66,P2
P2584,Fuel Additive Control Module Requested MIL Illumination,55,P2
P2585,Fuel Additive Control Module Warning Lamp Request,49,P2
P2586,Turbocharger Boost Control Position Sensor B Circuit,52,P2
P2587,Turbocharger Boost Control Position Sensor B Circuit Range/Performance,70,P2
P2588,Turbocharger Boost Control Position Sensor B Circuit Low,56,P2
P2589,Turbocharger Boost Control Position Sensor B Circuit High,57,P2
P258A,Vacuum Pump Control Circuit A/Open,34,P2
P258B,Vacuum Pump Control Circuit A Range/Performance,47,P2
P258C,Vacuum Pump Control Circuit A Low,33,P2
P258D,Vacuum Pump Control Circuit A High,34,P2
P258E,PTO Enable Switch Performance,29,P2
P258F,Torque Management Request Output Signal,39,P2
P2590,Turbocharger Boost Control Position Sensor B Circuit Intermittent/Erratic,73,P2
P2591,Cruise Control Front Distance Range Sensor Left,47,P2
P2592,Cruise Control Front Distance Range Sensor Right,48,P2
P2593,Turbocharger Speed Sensor B Circuit,35,P2
P2594,Turbocharger Speed Sensor B Circuit Range/Performance,53,P2
P2595,Turbocharger Speed Sensor B Circuit Low,39,P2
P2596,Turbocharger Speed Sensor B Circuit High,40,P2
P2597,Turbocharger Speed Sensor B Circuit Intermittent,48,P2
P2598,Turbocharger Boost Control Position Sensor A Performance - Stuck Low,68,P2
P2599,Turbocharger Boost Control Position Sensor A Performance - Stuck High,69,P2
P259A,Turbocharger Boost Control Position Sensor B Performance - Stuck Low,68,P2
P259B,Turbocharger Boost Control Position Sensor B Performance - Stuck High,69,P2
P259C,Excessive Time To Enter Closed Loop Turbocharger A Boost Control,64,P2
P259D,Excessive Time To Enter Closed Loop Turbocharger B Boost Control,64,P2
P259E,Turbocharger A Boost Control Position At Low Limit,50,P2
P259F,Turbocharger A Boost Control Position At High Limit,51,P2
P25A0,Turbocharger B Boost Control Position At Low Limit,50,P2
P25A1,Turbocharger B Boost Control Position At High Limit,51,P2
P25A2,Brake System Control Module A Requested MIL Illumination,56,P2
P25A3,Engine Hood Open,16,P2
P25A4,Fuel Mode Select Switch Circuit,31,P2
P25A5,Fuel Mode Select Switch Performance,35,P2
P25A6,Fuel Mode Select Switch Circuit Low,35,P2
P25A7,Fuel Mode Select Switch Circuit High,36,P2
P25A8,Fuel Mode Select Switch Circuit Intermittent/Erratic,52,P2
P25A9,Piston Cooling Oil Control Circuit/Open,39,P2
P25AA,Piston Cooling Oil Control Circuit Low,38,P2
P25AB,Piston Cooling Oil Control Circuit High,39,P2
P25AC,Piston Cooling Oil Control Circuit Performance/Stuck Off,56,P2
P25AD,Piston Cooling Oil Control Circuit Stuck On,43,P2
P25AE,Piston Cooling Oil Pressure Too Low,35,P2
P25AF,Coolant Temperature Control Module Requested MIL Illumination,61,P2
P25B0,Fuel Level Sensor A Stuck,25,P2
P25B1,Fuel Level Sensor B Stuck,25,P2
P25B2,Fuel Level Sensor A or B Stuck,30,P2
P25B3,Turbocharger/Supercharger Wastegate A Stuck Open,48,P2
P25B4,Turbocharger/Supercharger Wastegate A Stuck Closed,50,P2
P25B5,Turbocharger/Supercharger Wastegate B Stuck Open,48,P2
P25B6,Turbocharger/Supercharger Wastegate B Stuck Closed,50,P2
P25B7,Auxiliary Ignition Switch On/Start Position Circuit,51,P2
P25B8,Auxiliary Ignition Switch On/Start Position Circuit Low,55,P2
P25B9,Auxiliary Ignition Switch On/Start Position Circuit High,56,P2
P25BA,Regeneration Control Switch Circuit/Open,40,P2
P25BB,Regeneration Control Switch Circuit Low,39,P2
P25BC,Regeneration Control Switch Circuit High,40,P2
P25BD,Unmetered Fuel - Forced Engine Shutdown,39,P2
P25BE,Alternative Fuel Disable Control Circuit/Open,45,P2
P25BF,Alternative Fuel Disable Control Circuit High,45,P2
P25C0,Alternative Fuel Disable Control Circuit Low,44,P2
P25C1,Alternative Fuel Disable Signal Circuit,39,P2
P25C2,Alternative Fuel Disable Signal Circuit High,44,P2
P25C3,Alternative Fuel Disable Signal Circuit Low,43,P2
P25C4,Brake Booster Temperature Sensor A Circuit,42,P2
P25C5,Brake Booster Temperature Sensor A Circuit Range/Performance,60,P2
P25C6,Brake Booster Temperature Sensor A Circuit Low,46,P2
P25C7,Brake Booster Temperature Sensor A Circuit High,47,P2
P25C8,Brake Booster Temperature Sensor A Circuit Intermittent/Erratic,63,P2
P25C9,Brake System Control Module B Requested MIL Illumination,56,P2
P25CA,Intake Camshaft Actuator Park Lock Control Circuit/Open Bank 1,62,P2
P25CB,Intake Camshaft Actuator Park Lock Control Circuit Low Bank 1,61,P2
P25CC,Intake Camshaft Actuator Park Lock Control Circuit High Bank 1,62,P2
P25CD,Intake Camshaft Actuator Park Lock Control Circuit/Open Bank 2,62,P2
P25CE,Intake Camshaft Actuator Park Lock Control Circuit Low Bank 2,61,P2
P25CF,Intake Camshaft Actuator Park Lock Control Circuit High Bank 2,62,P2
P25D0,Exhaust Camshaft Actuator Park Lock Control Circuit/Open Bank 1,63,P2
P25D1,Exhaust Camshaft Actuator Park Lock Control Circuit Low Bank 1,62,P2
P25D2,Exhaust Camshaft Actuator Park Lock Control Circuit High Bank 1,63,P2
P25D3,Exhaust Camshaft Actuator Park Lock Control Circuit/Open Bank 2,63,P2
P25D4,Exhaust Camshaft Actuator Park Lock Control Circuit Low Bank 2,62,P2
P25D5,Exhaust Camshaft Actuator Park Lock Control Circuit High Bank 2,63,P2
P25D6,Exhaust Heat Exchanger Exhaust Bypass Valve A Position Sensor Stop Performance,78,P2
P25D7,Fuel Level Sensor C Circuit,27,P2
P25D8,Fuel Level Sensor C Performance,31,P2
P25D9,Fuel Level Sensor C Circuit Low,31,P2
P25DA,Fuel Level Sensor C Circuit High,32,P2
P25DB,Fuel Level Sensor C Circuit Intermittent,40,P2
P25DC,Fuel Level Sensor C Stuck,25,P2
P25DD,A Camshaft Position - Stuck In Locked Position Bank 1,53,P2
