OBD_Code,Description,Category,Severity,Fault_Description,Work_Required
P21E4,Cylinder 5 Injector B Circuit Low,Auxiliary Emission Controls,Medium,Cylinder 5 Injector B Circuit Low,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21E5,Cylinder 5 Injector B Circuit High,Auxiliary Emission Controls,Medium,Cylinder 5 Injector B Circuit High,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21E6,Cylinder 6 Injector B Circuit Low,Auxiliary Emission Controls,Medium,Cylinder 6 Injector B Circuit Low,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21E7,Cylinder 6 Injector B Circuit High,Auxiliary Emission Controls,Medium,Cylinder 6 Injector B Circuit High,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21E8,Cylinder 7 Injector B Circuit Low,Auxiliary Emission Controls,Medium,Cylinder 7 Injector B Circuit Low,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21E9,Cylinder 7 Injector B Circuit High,Auxiliary Emission Controls,Medium,Cylinder 7 Injector B Circuit High,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21EA,Cylinder 8 Injector B Circuit Low,Auxiliary Emission Controls,Medium,Cylinder 8 Injector B Circuit Low,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21EB,Cylinder 8 Injector B Circuit High,Auxiliary Emission Controls,Medium,Cylinder 8 Injector B Circuit High,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21EC,Cylinder 9 Injector B Circuit Low,Auxiliary Emission Controls,Medium,Cylinder 9 Injector B Circuit Low,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21ED,Cylinder 9 Injector B Circuit High,Auxiliary Emission Controls,Medium,Cylinder 9 Injector B Circuit High,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21EE,Cylinder 10 Injector B Circuit Low,Auxiliary Emission Controls,Medium,Cylinder 10 Injector B Circuit Low,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21EF,Cylinder 10 Injector B Circuit High,Auxiliary Emission Controls,Medium,Cylinder 10 Injector B Circuit High,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21F0,Cylinder 11 Injector B Circuit Low,Auxiliary Emission Controls,Medium,Cylinder 11 Injector B Circuit Low,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21F1,Cylinder 11 Injector B Circuit High,Auxiliary Emission Controls,Medium,Cylinder 11 Injector B Circuit High,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21F2,Cylinder 12 Injector B Circuit Low,Auxiliary Emission Controls,Medium,Cylinder 12 Injector B Circuit Low,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21F3,Cylinder 12 Injector B Circuit High,Auxiliary Emission Controls,Medium,Cylinder 12 Injector B Circuit High,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21F4,Fuel Control System B Too Lean Off Idle Bank 1,Computer Output Circuit / Charging System,Medium,Fuel Control System B Too Lean Off Idle Bank 1,Inspect charging system wiring and control circuits; test alternator/voltage regulator output and repair or replace faulty components.
P21F5,Fuel Control System B Too Rich Off Idle Bank 1,Computer Output Circuit / Charging System,Medium,Fuel Control System B Too Rich Off Idle Bank 1,Inspect charging system wiring and control circuits; test alternator/voltage regulator output and repair or replace faulty components.
P21F6,Fuel Control System B Too Lean Off Idle Bank 2,Computer Output Circuit / Charging System,Medium,Fuel Control System B Too Lean Off Idle Bank 2,Inspect charging system wiring and control circuits; test alternator/voltage regulator output and repair or replace faulty components.
P21F7,Fuel Control System B Too Rich Off Idle Bank 2,Computer Output Circuit / Charging System,Medium,Fuel Control System B Too Rich Off Idle Bank 2,Inspect charging system wiring and control circuits; test alternator/voltage regulator output and repair or replace faulty components.
P21F8,Fuel Control System B Too Lean at Idle Bank 1,Computer Output Circuit / Charging System,Medium,Fuel Control System B Too Lean at Idle Bank 1,Inspect charging system wiring and control circuits; test alternator/voltage regulator output and repair or replace faulty components.
P21F9,Fuel Control System B Too Rich at Idle Bank 1,Computer Output Circuit / Charging System,Medium,Fuel Control System B Too Rich at Idle Bank 1,Inspect charging system wiring and control circuits; test alternator/voltage regulator output and repair or replace faulty components.
P21FA,Fuel Control System B Too Lean at Idle Bank 2,Computer Output Circuit / Charging System,Medium,Fuel Control System B Too Lean at Idle Bank 2,Inspect charging system wiring and control circuits; test alternator/voltage regulator output and repair or replace faulty components.
P21FB,Fuel Control System B Too Rich at Idle Bank 2,Computer Output Circuit / Charging System,Medium,Fuel Control System B Too Rich at Idle Bank 2,Inspect charging system wiring and control circuits; test alternator/voltage regulator output and repair or replace faulty components.
P21FC,Fuel Control System B Too Lean at Higher Load Bank 1,Computer Output Circuit / Charging System,Medium,Fuel Control System B Too Lean at Higher Load Bank 1,Inspect charging system wiring and control circuits; test alternator/voltage regulator output and repair or replace faulty components.
P21FD,Fuel Control System B Too Rich at Higher Load Bank 1,Computer Output Circuit / Charging System,Medium,Fuel Control System B Too Rich at Higher Load Bank 1,Inspect charging system wiring and control circuits; test alternator/voltage regulator output and repair or replace faulty components.
P21FE,Fuel Control System B Too Lean at Higher Load Bank 2,Computer Output Circuit / Charging System,Medium,Fuel Control System B Too Lean at Higher Load Bank 2,Inspect charging system wiring and control circuits; test alternator/voltage regulator output and repair or replace faulty components.
P21FF,Fuel Control System B Too Rich at Higher Load Bank 2,Computer Output Circuit / Charging System,Medium,Fuel Control System B Too Rich at Higher Load Bank 2,Inspect charging system wiring and control circuits; test alternator/voltage regulator output and repair or replace faulty components.
P2200,NOx Sensor Circuit Bank 1 Sensor 1,Fuel and Air Metering (O2 Sensor),Medium,NOx Sensor Circuit Bank 1 Sensor 1,Inspect oxygen sensor wiring and exhaust for leaks; test sensor response and replace the sensor if it fails to switch correctly.
P2201,NOx Sensor Circuit Range/Performance Bank 1 Sensor 1,Fuel and Air Metering (O2 Sensor),Medium,NOx Sensor Circuit Range/Performance Bank 1 Sensor 1,Inspect oxygen sensor wiring and exhaust for leaks; test sensor response and replace the sensor if it fails to switch correctly.
P2202,NOx Sensor Circuit Low Bank 1 Sensor 1,Fuel and Air Metering (O2 Sensor),Medium,NOx Sensor Circuit Low Bank 1 Sensor 1,Inspect oxygen sensor wiring and exhaust for leaks; test sensor response and replace the sensor if it fails to switch correctly.
P2203,NOx Sensor Circuit High Bank 1 Sensor 1,Fuel and Air Metering (O2 Sensor),Medium,NOx Sensor Circuit High Bank 1 Sensor 1,Inspect oxygen sensor wiring and exhaust for leaks; test sensor response and replace the sensor if it fails to switch correctly.
P2204,NOx Sensor Circuit Intermittent Bank 1 Sensor 1,Fuel and Air Metering (O2 Sensor),Medium,NOx Sensor Circuit Intermittent Bank 1 Sensor 1,Inspect oxygen sensor wiring and exhaust for leaks; test sensor response and replace the sensor if it fails to switch correctly.
P2205,NOx Sensor Heater Control Circuit/Open Bank 1 Sensor 1,Fuel and Air Metering (O2 Sensor),Medium,NOx Sensor Heater Control Circuit/Open Bank 1 Sensor 1,Inspect oxygen sensor wiring and exhaust for leaks; test sensor response and replace the sensor if it fails to switch correctly.
P2206,NOx Sensor Heater Control Circuit Low Bank 1 Sensor 1,Fuel and Air Metering (O2 Sensor),Medium,NOx Sensor Heater Control Circuit Low Bank 1 Sensor 1,Inspect oxygen sensor wiring and exhaust for leaks; test sensor response and replace the sensor if it fails to switch correctly.
P2207,NOx Sensor Heater Control Circuit High Bank 1 Sensor 1,Fuel and Air Metering (O2 Sensor),Medium,NOx Sensor Heater Control Circuit High Bank 1 Sensor 1,Inspect oxygen sensor wiring and exhaust for leaks; test sensor response and replace the sensor if it fails to switch correctly.
P2208,NOx Sensor Heater Sense Circuit Bank 1 Sensor 1,Fuel and Air Metering (O2 Sensor),Medium,NOx Sensor Heater Sense Circuit Bank 1 Sensor 1,Inspect oxygen sensor wiring and exhaust for leaks; test sensor response and replace the sensor if it fails to switch correctly.
P2209,NOx Sensor Heater Sense Circuit Range/Performance Bank 1 Sensor 1,Fuel and Air Metering (O2 Sensor),Medium,NOx Sensor Heater Sense Circuit Range/Performance Bank 1 Sensor 1,Inspect oxygen sensor wiring and exhaust for leaks; test sensor response and replace the sensor if it fails to switch correctly.
P220A,NOx Sensor Supply Voltage Circuit Bank 1 Sensor 1,Computer Output Circuit / Charging System,Medium,NOx Sensor Supply Voltage Circuit Bank 1 Sensor 1,Inspect charging system wiring and control circuits; test alternator/voltage regulator output and repair or replace faulty components.
P220B,NOx Sensor Supply Voltage Circuit Bank 1 Sensor 2,Computer Output Circuit / Charging System,Medium,NOx Sensor Supply Voltage Circuit Bank 1 Sensor 2,Inspect charging system wiring and control circuits; test alternator/voltage regulator output and repair or replace faulty components.
P220C,NOx Sensor Supply Voltage Circuit Bank 2 Sensor 1,Computer Output Circuit / Charging System,Medium,NOx Sensor Supply Voltage Circuit Bank 2 Sensor 1,Inspect charging system wiring and control circuits; test alternator/voltage regulator output and repair or replace faulty components.
P220D,NOx Sensor Supply Voltage Circuit Bank 2 Sensor 2,Computer Output Circuit / Charging System,Medium,NOx Sensor Supply Voltage Circuit Bank 2 Sensor 2,Inspect charging system wiring and control circuits; test alternator/voltage regulator output and repair or replace faulty components.
P220E,NOx Sensor Heater Control Circuit Range/Performance Bank 1 Sensor 1,Computer Output Circuit / Charging System,Medium,NOx Sensor Heater Control Circuit Range/Performance Bank 1 Sensor 1,Inspect charging system wiring and control circuits; test alternator/voltage regulator output and repair or replace faulty components.
P220F,NOx Sensor Heater Control Circuit Range/Performance Bank 1 Sensor 2,Computer Output Circuit / Charging System,Medium,NOx Sensor Heater Control Circuit Range/Performance Bank 1 Sensor 2,Inspect charging system wiring and control circuits; test alternator/voltage regulator output and repair or replace faulty components.
P2210,NOx Sensor Heater Sense Circuit Low Bank 1 Sensor 1,Fuel and Air Metering (O2 Sensor),Medium,NOx Sensor Heater Sense Circuit Low Bank 1 Sensor 1,Inspect oxygen sensor wiring and exhaust for leaks; test sensor response and replace the sensor if it fails to switch correctly.
P2211,NOx Sensor Heater Sense Circuit High Bank 1 Sensor 1,Fuel and Air Metering (O2 Sensor),Medium,NOx Sensor Heater Sense Circuit High Bank 1 Sensor 1,Inspect oxygen sensor wiring and exhaust for leaks; test sensor response and replace the sensor if it fails to switch correctly.
P2212,NOx Sensor Heater Sense Circuit Intermittent Bank 1 Sensor 1,Fuel and Air Metering (O2 Sensor),Medium,NOx Sensor Heater Sense Circuit Intermittent Bank 1 Sensor 1,Inspect oxygen sensor wiring and exhaust for leaks; test sensor response and replace the sensor if it fails to switch correctly.
P2213,NOx Sensor Circuit Bank 2,Fuel and Air Metering (O2 Sensor),Medium,NOx Sensor Circuit Bank 2,Inspect oxygen sensor wiring and exhaust for leaks; test sensor response and replace the sensor if it fails to switch correctly.
P2214,NOx Sensor Circuit Range/Performance Bank 2,Fuel and Air Metering (O2 Sensor),Medium,NOx Sensor Circuit Range/Performance Bank 2,Inspect oxygen sensor wiring and exhaust for leaks; test sensor response and replace the sensor if it fails to switch correctly.
P2215,NOx Sensor Circuit Low Bank 2,Fuel and Air Metering (O2 Sensor),Medium,NOx Sensor Circuit Low Bank 2,Inspect oxygen sensor wiring and exhaust for leaks; test sensor response and replace the sensor if it fails to switch correctly.
